Sr. No.,Company Name,"Market capitalization as on March 28, 2024(In lakhs)",Rank,Symbol
1,Reliance Industries Limited,"20,10,56,022.45",1,RELIANCE.NS
2,Tata Consultancy Services Limited,"14,02,47,926.46",2,TCS.NS
3,HDFC Bank Limited,"10,99,91,524.33",3,HDFCBANK.NS
4,ICICI Bank Limited,"7,67,65,684.66",4,ICICIBANK.NS
5,Bharti Airtel Limited,"6,94,78,399.83",5,BHARTIARTL.NS
6,State Bank of India,"6,71,44,317.89",6,SBIN.NS
7,Infosys Limited,"6,21,79,773.92",7,INFY.NS
8,Life Insurance Corporation Of India,"5,79,46,466.44",8,LICI.NS
9,ITC Limited,"5,34,64,377.65",9,ITC.NS
10,Hindustan Unilever Limited,"5,32,02,969.74",10,HINDUNILVR.NS
11,Larsen & Toubro Limited,"5,17,39,685.70",11,LT.NS
12,Bajaj Finance Limited,"4,48,47,830.87",12,BAJFINANCE.NS
13,HCL Technologies Limited,"4,18,86,777.59",13,HCLTECH.NS
14,Maruti Suzuki India Limited,"3,96,15,824.73",14,MARUTI.NS
15,Sun Pharmaceutical Industries Limited,"3,88,82,422.86",15,SUNPHARMA.NS
16,Adani Enterprises Limited,"3,64,46,975.84",16,ADANIENT.NS
17,Kotak Mahindra Bank Limited,"3,54,93,864.40",17,KOTAKBANK.NS
18,Titan Company Limited,"3,37,51,854.23",18,TITAN.NS
19,Oil & Natural Gas Corporation Limited,"3,37,21,438.41",19,ONGC.NS
20,Tata Motors Limited,"3,29,93,242.21",20,TATAMOTORS.NS
21,NTPC Limited,"3,25,61,404.88",21,NTPC.NS
22,Axis Bank Limited,"3,23,16,521.81",22,AXISBANK.NS
23,Avenue Supermarts Limited,"2,94,49,575.73",23,DMART.NS
24,Adani Green Energy Limited,"2,90,69,372.02",24,ADANIGREEN.NS
25,Adani Ports and Special Economic Zone Limited,"2,89,85,824.43",25,ADANIPORTS.NS
26,UltraTech Cement Limited,"2,81,44,844.92",26,ULTRACEMCO.NS
27,Asian Paints Limited,"2,73,05,963.09",27,ASIANPAINT.NS
28,Coal India Limited,"2,67,52,403.67",28,COALINDIA.NS
29,Bajaj Finserv Limited,"2,62,27,442.85",29,BAJAJFINSV.NS
30,Bajaj Auto Limited,"2,59,05,708.85",30,BAJAJ-AUTO.NS
31,Power Grid Corporation of India Limited,"2,57,53,371.97",31,POWERGRID.NS
32,Nestle India Limited,"2,52,83,575.29",32,NESTLEIND.NS
33,Wipro Limited,"2,50,85,189.78",33,WIPRO.NS
34,Mahindra & Mahindra Limited,"2,38,92,541.19",34,M&M.NS
35,Indian Oil Corporation Limited,"2,36,88,377.39",35,IOC.NS
36,Jio Financial Services Limited,"2,24,74,742.82",36,JIOFIN.NS
37,Hindustan Aeronautics Limited,"2,22,50,144.25",37,HAL.NS
38,DLF Limited,"2,22,03,575.87",38,DLF.NS
39,Adani Power Limited,"2,05,88,340.07",39,ADANIPOWER.NS
40,JSW Steel Limited,"2,03,02,158.83",40,JSWSTEEL.NS
41,Tata Steel Limited,"1,94,55,577.10",41,TATASTEEL.NS
42,Siemens Limited,"1,91,38,080.56",42,SIEMENS.NS
43,Indian Railway Finance Corporation Limited,"1,86,03,018.29",43,IRFC.NS
44,Varun Beverages Limited,"1,81,73,275.02",44,VBL.NS
45,Zomato Limited,"1,60,60,826.20",45,ZOMATO.NS
46,Pidilite Industries Limited,"1,53,33,045.77",46,PIDILITIND.NS
47,Grasim Industries Limited,"1,50,61,395.34",47,GRASIM.NS
48,SBI Life Insurance Company Limited,"1,50,23,154.75",48,SBILIFE.NS
49,Bharat Electronics Limited,"1,47,29,204.34",49,BEL.NS
50,LTIMindtree Limited,"1,46,25,731.81",50,LTIM.NS
51,Trent Limited,"1,40,34,644.96",51,TRENT.NS
52,Punjab National Bank,"1,36,97,703.35",52,PNB.NS
53,InterGlobe Aviation Limited,"1,36,97,032.75",53,INDIGO.NS
54,Bank of Baroda,"1,36,54,981.83",54,BANKBARODA.NS
55,HDFC Life Insurance Company Limited,"1,36,22,484.91",55,HDFCLIFE.NS
56,ABB India Limited,"1,34,79,173.87",56,ABB.NS
57,Bharat Petroleum Corporation Limited,"1,30,67,578.53",57,BPCL.NS
58,Power Finance Corporation Limited,"1,28,78,647.12",58,PFC.NS
59,Godrej Consumer Products Limited,"1,28,03,664.88",59,GODREJCP.NS
60,Tata Power Company Limited,"1,25,96,028.49",60,TATAPOWER.NS
61,Hindalco Industries Limited,"1,25,90,030.57",61,HINDALCO.NS
62,Hindustan Zinc Limited,"1,23,50,607.44",62,HINDZINC.NS
63,Tech Mahindra Limited,"1,21,88,534.15",63,TECHM.NS
64,Ambuja Cements Limited,"1,21,59,098.56",64,AMBUJACEM.NS
65,IndusInd Bank Limited,"1,20,86,763.08",65,INDUSINDBK.NS
66,Cipla Limited,"1,20,85,856.42",66,CIPLA.NS
67,GAIL (India) Limited,"1,19,04,217.91",67,GAIL.NS
68,REC Limited,"1,18,75,840.24",68,RECLTD.NS
69,Britannia Industries Limited,"1,18,29,644.19",69,BRITANNIA.NS
70,Union Bank of India,"1,17,17,584.61",70,UNIONBANK.NS
71,Adani Energy Solutions Limited,"1,14,52,763.38",71,ADANIENSOL.NS
72,Indian Overseas Bank,"1,13,31,996.15",72,IOB.NS
73,Macrotech Developers Limited,"1,12,95,121.67",73,LODHA.NS
74,Eicher Motors Limited,"1,10,05,069.69",74,EICHERMOT.NS
75,Canara Bank,"1,05,41,003.83",75,CANBK.NS
76,TATA CONSUMER PRODUCTS LIMITED,"1,04,44,975.25",76,TATACONSUM.NS
77,Dr. Reddy's Laboratories Limited,"1,02,72,502.00",77,DRREDDY.NS
78,TVS Motor Company Limited,"1,02,23,162.06",78,TVSMOTOR.NS
79,Zydus Lifesciences Limited,"1,01,96,438.39",79,ZYDUSLIFE.NS
80,Adani Total Gas Limited,"1,01,90,290.32",80,ATGL.NS
81,Vedanta Limited,"1,00,97,790.75",81,VEDL.NS
82,Cholamandalam Investment and Finance Company Limited,"97,14,079.69",82,CHOLAFIN.NS
83,Havells India Limited,"94,94,247.90",83,HAVELLS.NS
84,Hero MotoCorp Limited,"94,40,904.38",84,HEROMOTOCO.NS
85,Dabur India Limited,"92,70,422.88",85,DABUR.NS
86,SHREE CEMENT LIMITED,"92,66,564.39",86,SHREECEM.NS
87,Mankind Pharma Limited,"92,16,538.53",87,MANKIND.NS
88,Bajaj Holdings & Investment Limited,"92,07,033.85",88,BAJAJHLDNG.NS
89,Divi's Laboratories Limited,"91,46,188.99",89,DIVISLAB.NS
90,Apollo Hospitals Enterprise Limited,"91,40,103.08",90,APOLLOHOSP.NS
91,NHPC Limited,"90,10,396.22",91,NHPC.NS
92,Shriram Finance Limited,"88,67,958.73",92,SHRIRAMFIN.NS
93,Bosch Limited,"88,57,323.51",93,BOSCHLTD.NS
94,Torrent Pharmaceuticals Limited,"88,01,612.11",94,TORNTPHARM.NS
95,ICICI Prudential Life Insurance Company Limited,"87,67,317.92",95,ICICIPRULI.NS
96,IDBI Bank Limited,"87,09,445.76",96,IDBI.NS
97,JSW Energy Limited,"86,98,689.61",97,JSWENERGY.NS
98,Jindal Steel & Power Limited,"86,62,078.08",98,JINDALSTEL.NS
99,Bharat Heavy Electricals Limited,"86,11,142.68",99,BHEL.NS
100,The Indian Hotels Company Limited,"84,14,619.61",100,INDHOTEL.NS
101,Cummins India Limited,"83,33,325.00",101,CUMMINSIND.NS
102,ICICI Lombard General Insurance Company Limited,"82,98,324.54",102,ICICIGI.NS
103,CG Power and Industrial Solutions Limited,"82,61,345.35",103,CGPOWER.NS
104,United Spirits Limited,"82,49,977.05",104,MCDOWELL-N.NS
105,HDFC Asset Management Company Limited,"80,14,402.84",105,HDFCAMC.NS
106,Max Healthcare Institute Limited,"79,68,709.83",106,MAXHEALTH.NS
107,Solar Industries India Limited,"79,46,610.40",107,SOLARINDS.NS
108,Samvardhana Motherson International Limited,"79,35,189.42",108,MOTHERSON.NS
109,Indus Towers Limited,"78,46,308.93",109,INDUSTOWER.NS
110,Polycab India Limited,"76,08,988.43",110,POLYCAB.NS
111,Oracle Financial Services Software Limited,"76,03,997.17",111,OFSS.NS
112,SRF Limited,"75,89,216.58",112,SRF.NS
113,Indian Railway Catering And Tourism Corporation Limited,"74,37,600.00",113,IRCTC.NS
114,Colgate Palmolive (India) Limited,"73,71,762.63",114,COLPAL.NS
115,Lupin Limited,"73,66,575.19",115,LUPIN.NS
116,Info Edge (India) Limited,"72,35,159.99",116,NAUKRI.NS
117,Tube Investments of India Limited,"72,26,559.59",117,TIINDIA.NS
118,Indian Bank,"70,13,641.45",118,INDIANB.NS
119,Hindustan Petroleum Corporation Limited,"67,47,325.20",119,HINDPETRO.NS
120,Berger Paints (I) Limited,"66,80,443.40",120,BERGEPAINT.NS
121,Yes Bank Limited,"66,73,733.76",121,YESBANK.NS
122,Torrent Power Limited,"65,26,535.62",122,TORNTPOWER.NS
123,Oil India Limited,"65,09,142.18",123,OIL.NS
124,SBI Cards and Payment Services Limited,"64,90,372.86",124,SBICARD.NS
125,Vodafone Idea Limited,"64,50,076.20",125,IDEA.NS
126,Marico Limited,"64,34,161.72",126,MARICO.NS
127,Godrej Properties Limited,"63,95,231.94",127,GODREJPROP.NS
128,Aurobindo Pharma Limited,"63,79,406.61",128,AUROPHARMA.NS
129,UCO Bank,"62,41,010.17",129,UCOBANK.NS
130,Bank of India,"62,39,431.31",130,BANKINDIA.NS
131,Persistent Systems Limited,"61,38,199.28",131,PERSISTENT.NS
132,Muthoot Finance Limited,"59,43,399.41",132,MUTHOOTFIN.NS
133,NMDC Limited,"59,12,497.30",133,NMDC.NS
134,Alkem Laboratories Limited,"59,08,902.30",134,ALKEM.NS
135,PI Industries Limited,"58,67,774.07",135,PIIND.NS
136,L&T Technology Services Limited,"57,97,937.57",136,LTTS.NS
137,General Insurance Corporation of India,"57,85,134.00",137,GICRE.NS
138,Tata Communications Limited,"57,29,640.00",138,TATACOMM.NS
139,Jindal Stainless Limited,"57,18,341.50",139,JSL.NS
140,MRF Limited,"56,57,148.26",140,MRF.NS
141,Steel Authority of India Limited,"55,45,230.20",141,SAIL.NS
142,Procter & Gamble Hygiene and Health Care Limited,"54,95,099.46",142,PGHH.NS
143,Suzlon Energy Limited,"54,95,023.13",143,SUZLON.NS
144,Linde India Limited,"54,65,737.93",144,LINDEINDIA.NS
145,Supreme Industries Limited,"53,76,031.19",145,SUPREMEIND.NS
146,Container Corporation of India Limited,"53,74,585.44",146,CONCOR.NS
147,Oberoi Realty Limited,"53,66,223.61",147,OBEROIRLTY.NS
148,Astral Limited,"53,49,035.32",148,ASTRAL.NS
149,IDFC First Bank Limited,"53,30,722.59",149,IDFCFIRSTB.NS
150,Rail Vikas Nigam Limited,"52,73,015.83",150,RVNL.NS
151,Bharat Forge Limited,"52,59,289.19",151,BHARATFORG.NS
152,Central Bank of India,"51,91,201.78",152,CENTRALBK.NS
153,JSW Infrastructure Limited,"51,52,353.84",153,JSWINFRA.NS
154,PB Fintech Limited,"50,72,654.94",154,POLICYBZR.NS
155,Ashok Leyland Limited,"50,28,460.46",155,ASHOKLEY.NS
156,Thermax Limited,"49,95,449.14",156,THERMAX.NS
157,The Phoenix Mills Limited,"49,72,549.76",157,PHOENIXLTD.NS
158,GMR Airports Infrastructure Limited,"49,25,331.34",158,GMRINFRA.NS
159,Tata Elxsi Limited,"48,48,314.27",159,TATAELXSI.NS
160,Patanjali Foods Limited,"48,44,939.11",160,PATANJALI.NS
161,SJVN Limited,"47,70,771.34",161,SJVN.NS
162,Prestige Estates Projects Limited,"46,90,081.35",162,PRESTIGE.NS
163,ACC Limited,"46,79,095.23",163,ACC.NS
164,FSN E-Commerce Ventures Limited,"46,23,971.11",164,NYKAA.NS
165,Sundaram Finance Limited,"45,98,255.45",165,SUNDARMFIN.NS
166,United Breweries Limited,"45,89,941.18",166,UBL.NS
167,Aditya Birla Capital Limited,"45,60,332.91",167,ABCAPITAL.NS
168,MphasiS Limited,"45,11,861.86",168,MPHASIS.NS
169,Balkrishna Industries Limited,"44,79,835.90",169,BALKRISIND.NS
170,Dixon Technologies (India) Limited,"44,74,206.64",170,DIXON.NS
171,Bank of Maharashtra,"44,15,236.46",171,MAHABANK.NS
172,Kalyan Jewellers India Limited,"44,06,566.98",172,KALYANKJIL.NS
173,Schaeffler India Limited,"43,94,243.23",173,SCHAEFFLER.NS
174,Adani Wilmar Limited,"41,77,167.04",174,AWL.NS
175,APL Apollo Tubes Limited,"41,51,628.72",175,APLAPOLLO.NS
176,Tata Technologies Limited,"41,40,253.02",176,TATATECH.NS
177,Sona BLW Precision Forgings Limited,"41,39,985.96",177,SONACOMS.NS
178,KPIT Technologies Limited,"40,74,873.56",178,KPITTECH.NS
179,Fertilizers and Chemicals Travancore Limited,"40,63,288.46",179,FACT.NS
180,Punjab & Sind Bank,"40,49,727.40",180,PSB.NS
181,Petronet LNG Limited,"39,48,000.23",181,PETRONET.NS
182,L&T Finance Holdings Limited,"39,38,748.04",182,L&TFH.NS
183,UNO Minda Limited,"39,31,359.59",183,UNOMINDA.NS
184,Page Industries Limited,"38,42,615.55",184,PAGEIND.NS
185,Mangalore Refinery and Petrochemicals Limited,"38,30,304.63",185,MRPL.NS
186,AU Small Finance Bank Limited,"37,80,652.30",186,AUBANK.NS
187,Mazagon Dock Shipbuilders Limited,"37,59,703.29",187,MAZDOCK.NS
188,Housing & Urban Development Corporation Limited,"37,48,557.75",188,HUDCO.NS
189,Gujarat Gas Limited,"37,46,563.26",189,GUJGASLTD.NS
190,The New India Assurance Company Limited,"37,42,608.00",190,NIACL.NS
191,CRISIL Limited,"37,05,605.95",191,CRISIL.NS
192,AIA Engineering Limited,"36,92,878.29",192,AIAENG.NS
193,The Federal Bank  Limited,"36,58,946.70",193,FEDERALBNK.NS
194,Indian Renewable Energy Development Agency Limited,"36,52,672.24",194,IREDA.NS
195,Voltas Limited,"36,51,478.55",195,VOLTAS.NS
196,Dalmia Bharat Limited,"36,42,456.28",196,DALBHARAT.NS
197,Poonawalla Fincorp Limited,"36,04,840.75",197,POONAWALLA.NS
198,Global Health Limited,"35,46,856.82",198,MEDANTA.NS
199,IRB Infrastructure Developers Limited,"35,35,834.50",199,IRB.NS
200,3M India Limited,"35,13,952.71",200,3MINDIA.NS
201,Max Financial Services Limited,"34,58,740.23",201,MFSL.NS
202,Mahindra & Mahindra Financial Services Limited,"34,44,657.42",202,M&MFIN.NS
203,UPL Limited,"34,22,770.84",203,UPL.NS
204,Honeywell Automation India Limited,"34,20,542.11",204,HONAUT.NS
205,BSE Limited,"34,05,933.82",205,BSE.NS
206,Gujarat Fluorochemicals Limited,"34,02,438.98",206,FLUOROCHEM.NS
207,Coforge Limited,"34,01,423.16",207,COFORGE.NS
208,LIC Housing Finance Limited,"33,60,609.90",208,LICHSGFIN.NS
209,GlaxoSmithKline Pharmaceuticals Limited,"32,97,657.86",209,GLAXO.NS
210,Delhivery Limited,"32,82,746.70",210,DELHIVERY.NS
211,Bharat Dynamics Limited,"32,10,904.22",211,BDL.NS
212,Star Health and Allied Insurance Company Limited,"31,80,722.53",212,STARHEALTH.NS
213,Fortis Healthcare Limited,"31,72,334.14",213,FORTIS.NS
214,Biocon Limited,"31,71,384.90",214,BIOCON.NS
215,Coromandel International Limited,"31,65,409.14",215,COROMANDEL.NS
216,NLC India Limited,"31,62,918.11",216,NLCINDIA.NS
217,Tata Investment Corporation Limited,"31,59,144.98",217,TATAINVEST.NS
218,JK Cement Limited,"31,49,569.81",218,JKCEMENT.NS
219,IPCA Laboratories Limited,"31,39,335.99",219,IPCALAB.NS
220,Metro Brands Limited,"31,37,623.56",220,METROBRAND.NS
221,KEI Industries Limited,"31,22,173.27",221,KEI.NS
222,Escorts Kubota Limited,"30,68,868.20",222,ESCORTS.NS
223,Lloyds Metals And Energy Limited,"30,41,626.28",223,LLOYDSME.NS
224,Gland Pharma Limited,"30,39,276.64",224,GLAND.NS
225,Indraprastha Gas Limited,"30,15,603.45",225,IGL.NS
226,Nippon Life India Asset Management Limited,"29,68,239.02",226,NAM-INDIA.NS
227,Apollo Tyres Limited,"29,62,428.36",227,APOLLOTYRE.NS
228,Jubilant Foodworks Limited,"29,61,715.18",228,JUBLFOOD.NS
229,Hitachi Energy India Limited,"29,54,723.24",229,POWERINDIA.NS
230,Motherson Sumi Wiring India Limited,"29,22,352.34",230,MSUMI.NS
231,Bandhan Bank Limited,"28,99,652.69",231,BANDHANBNK.NS
232,Deepak Nitrite Limited,"28,99,034.09",232,DEEPAKNTR.NS
233,ZF Commercial Vehicle Control Systems India Limited,"28,79,459.44",233,ZFCVINDIA.NS
234,Ajanta Pharma Limited,"28,58,280.02",234,AJANTPHARM.NS
235,K.P.R. Mill Limited,"28,45,430.64",235,KPRMILL.NS
236,Syngene International Limited,"28,24,356.38",236,SYNGENE.NS
237,EIH Limited,"28,11,012.00",237,EIHOTEL.NS
238,Apar Industries Limited,"28,03,306.54",238,APARINDS.NS
239,National Aluminium Company Limited,"28,01,781.79",239,NATIONALUM.NS
240,Tata Chemicals Limited,"27,53,660.61",240,TATACHEM.NS
241,Glenmark Pharmaceuticals Limited,"27,04,632.38",241,GLENMARK.NS
242,Hindustan Copper Limited,"26,88,810.29",242,HINDCOPPER.NS
243,Godrej Industries Limited,"26,34,436.70",243,GODREJIND.NS
244,Narayana Hrudayalaya Ltd.,"26,23,584.00",244,NH.NS
245,Blue Star Limited,"26,18,915.55",245,BLUESTARCO.NS
246,Exide Industries Limited,"25,88,675.00",246,EXIDEIND.NS
247,Endurance Technologies Limited,"25,69,910.23",247,ENDURANCE.NS
248,JB Chemicals & Pharmaceuticals Limited,"25,61,334.98",248,JBCHEPHARM.NS
249,One 97 Communications Limited,"25,58,493.56",249,PAYTM.NS
250,Angel One Limited,"25,58,049.32",250,ANGELONE.NS
251,Motilal Oswal Financial Services Limited,"24,82,042.70",251,MOTILALOFS.NS
252,ITI Limited,"24,28,161.29",252,ITI.NS
253,360 ONE WAM LIMITED,"24,23,681.83",253,360ONE.NS
254,Carborundum Universal Limited,"24,12,715.39",254,CARBORUNIV.NS
255,Aarti Industries Limited,"24,12,645.60",255,AARTIIND.NS
256,Sun TV Network Limited,"23,65,492.93",256,SUNTV.NS
257,KIOCL Limited,"23,63,544.01",257,KIOCL.NS
258,ICICI Securities Limited,"23,52,878.72",258,ISEC.NS
259,Radico Khaitan Limited,"23,10,266.53",259,RADICO.NS
260,Sundram Fasteners Limited,"22,97,963.85",260,SUNDRMFAST.NS
261,CREDITACCESS GRAMEEN LIMITED,"22,96,679.15",261,CREDITACC.NS
262,Cochin Shipyard Limited,"22,93,538.24",262,COCHINSHIP.NS
263,Hatsun Agro Product Limited,"22,53,098.73",263,HATSUN.NS
264,Vedant Fashions Limited,"22,50,176.87",264,MANYAVAR.NS
265,Cyient Limited,"22,12,609.82",265,CYIENT.NS
266,GE T&D India Limited,"21,71,914.73",266,GET&D.NS
267,Brigade Enterprises Limited,"21,61,465.59",267,BRIGADE.NS
268,Timken India Limited,"21,50,879.70",268,TIMKEN.NS
269,NBCC (India) Limited,"21,40,200.00",269,NBCC.NS
270,JBM Auto Limited,"21,33,355.65",270,JBMA.NS
271,Gillette India Limited,"21,24,425.81",271,GILLETTE.NS
272,Kansai Nerolac Paints Limited,"21,19,975.45",272,KANSAINER.NS
273,Laurus Labs Limited,"21,14,632.54",273,LAURUSLABS.NS
274,Grindwell Norton Limited,"21,04,731.84",274,GRINDWELL.NS
275,Five-Star Business Finance Limited,"21,02,820.19",275,FIVESTAR.NS
276,Swan Energy Limited,"21,00,004.41",276,SWANENERGY.NS
277,Cholamandalam Financial Holdings Limited,"20,87,146.49",277,CHOLAHLDNG.NS
278,Ircon International Limited,"20,65,842.82",278,IRCON.NS
279,SKF India Limited,"20,55,951.85",279,SKFINDIA.NS
280,BIRLASOFT LIMITED,"20,47,455.66",280,BSOFT.NS
281,Aster DM Healthcare Limited,"20,44,506.95",281,ASTERDM.NS
282,Relaxo Footwears Limited,"20,34,575.06",282,RELAXO.NS
283,Sonata Software Limited,"20,25,648.66",283,SONATSOFTW.NS
284,Gujarat State Petronet Limited,"20,11,413.56",284,GSPL.NS
285,Ratnamani Metals & Tubes Limited,"19,58,510.66",285,RATNAMANI.NS
286,Aditya Birla Fashion and Retail Limited,"19,50,971.59",286,ABFRL.NS
287,Alembic Pharmaceuticals Limited,"19,35,753.65",287,APLLTD.NS
288,Pfizer Limited,"19,19,094.48",288,PFIZER.NS
289,The Ramco Cements Limited,"19,15,267.89",289,RAMCOCEM.NS
290,Signatureglobal (India) Limited,"19,09,821.31",290,SIGNATURE.NS
291,Piramal Enterprises Limited,"19,08,181.14",291,PEL.NS
292,Elgi Equipments Limited,"19,06,841.55",292,ELGIEQUIP.NS
293,Dr. Lal Path Labs Ltd.,"18,88,978.57",293,LALPATHLAB.NS
294,Emami Limited,"18,74,112.75",294,EMAMILTD.NS
295,Sanofi India Limited,"18,68,693.15",295,SANOFI.NS
296,Jyoti CNC Automation Limited,"18,68,167.02",296,JYOTICNC.NS
297,Trident Limited,"18,62,571.80",297,TRIDENT.NS
298,Castrol India Limited,"18,39,273.07",298,CASTROLIND.NS
299,Kajaria Ceramics Limited,"18,39,194.48",299,KAJARIACER.NS
300,Kaynes Technology India Limited,"18,35,695.10",300,KAYNES.NS
301,Century Textiles & Industries Limited,"18,20,527.89",301,CENTURYTEX.NS
302,Chalet Hotels Limited,"18,14,951.91",302,CHALET.NS
303,Devyani International Limited,"18,14,214.68",303,DEVYANI.NS
304,Central Depository Services (India) Limited,"17,88,987.75",304,CDSL.NS
305,KEC International Limited,"17,84,836.01",305,KEC.NS
306,Schneider Electric Infrastructure Limited,"17,71,880.45",306,SCHNEIDER.NS
307,IDFC Limited,"17,71,182.77",307,IDFC.NS
308,Bata India Limited,"17,53,372.70",308,BATAINDIA.NS
309,CIE Automotive India Limited,"17,51,895.46",309,CIEINDIA.NS
310,Kalpataru Projects International Limited,"17,37,930.16",310,KPIL.NS
311,R R Kabel Limited,"17,36,224.32",311,RRKABEL.NS
312,Sumitomo Chemical India Limited,"17,35,779.30",312,SUMICHEM.NS
313,Natco Pharma Limited,"17,29,861.39",313,NATCOPHARM.NS
314,Suven Pharmaceuticals Limited,"17,23,659.32",314,SUVENPHAR.NS
315,Crompton Greaves Consumer Electricals Limited,"17,20,311.17",315,CROMPTON.NS
316,Triveni Turbine Limited,"17,06,045.39",316,TRITURBINE.NS
317,Piramal Pharma Limited,"17,05,280.14",317,PPLPHARMA.NS
318,Inox Wind Limited,"17,00,147.36",318,INOXWIND.NS
319,Action Construction Equipment Limited,"16,98,900.42",319,ACE.NS
320,Atul Limited,"16,90,103.95",320,ATUL.NS
321,Capri Global Capital Limited,"16,83,702.48",321,CGCL.NS
322,TVS Holdings Limited,"16,51,920.94",322,TVSHLTD.NS
323,Shyam Metalics and Energy Limited,"16,50,646.21",323,SHYAMMETL.NS
324,Nuvama Wealth Management Limited,"16,49,150.42",324,NUVAMA.NS
325,Krishna Institute of Medical Sciences Limited,"16,47,972.20",325,KIMS.NS
326,Cello World Limited,"16,42,668.20",326,CELLO.NS
327,PNB Housing Finance Limited,"16,35,684.97",327,PNBHOUSING.NS
328,Redington Limited,"16,29,608.80",328,REDINGTON.NS
329,Lakshmi Machine Works Limited,"16,22,993.41",329,LAXMIMACH.NS
330,Jyothy Labs Limited,"16,15,534.43",330,JYOTHYLAB.NS
331,CESC Limited,"16,12,556.43",331,CESC.NS
332,Godfrey Phillips India Limited,"16,06,196.18",332,GODFRYPHLP.NS
333,NMDC Steel Limited,"16,03,041.40",333,NSLNISP.NS
334,RITES Limited,"15,95,123.93",334,RITES.NS
335,Concord Biotech Limited,"15,91,003.23",335,CONCORDBIO.NS
336,Indiamart Intermesh Limited,"15,86,718.37",336,INDIAMART.NS
337,Aegis Logistics Limited,"15,67,741.50",337,AEGISCHEM.NS
338,Olectra Greentech Limited,"15,50,135.76",338,OLECTRA.NS
339,Whirlpool of India Limited,"15,49,675.97",339,WHIRLPOOL.NS
340,Anand Rathi Wealth Limited,"15,45,283.69",340,ANANDRATHI.NS
341,Navin Fluorine International Limited,"15,43,327.49",341,NAVINFLUOR.NS
342,Jupiter Wagons Limited,"15,42,596.60",342,JWL.NS
343,Aptus Value Housing Finance India Limited,"15,42,423.55",343,APTUS.NS
344,Finolex Cables Limited,"15,30,922.84",344,FINCABLES.NS
345,Finolex Industries Limited,"15,29,165.33",345,FINPIPE.NS
346,Poly Medicure Limited,"15,25,166.63",346,POLYMED.NS
347,Vinati Organics Limited,"15,11,512.83",347,VINATIORGA.NS
348,Intellect Design Arena Limited,"15,00,383.06",348,INTELLECT.NS
349,Jai Balaji Industries Limited,"14,94,203.53",349,JAIBALAJI.NS
350,The Jammu & Kashmir Bank Limited,"14,77,786.87",350,J&KBANK.NS
351,Karur Vysya Bank Limited,"14,69,141.23",351,KARURVYSYA.NS
352,Blue Dart Express Limited,"14,67,323.57",352,BLUEDART.NS
353,Manappuram Finance Limited,"14,65,601.73",353,MANAPPURAM.NS
354,Affle (India) Limited,"14,60,557.78",354,AFFLE.NS
355,NCC Limited,"14,58,801.55",355,NCC.NS
356,RBL Bank Limited,"14,54,055.02",356,RBLBANK.NS
357,Tata Teleservices (Maharashtra) Limited,"14,46,646.52",357,TTML.NS
358,BASF India Limited,"14,44,463.45",358,BASF.NS
359,V-Guard Industries Limited,"14,38,542.10",359,VGUARD.NS
360,Computer Age Management Services Limited,"14,32,841.35",360,CAMS.NS
361,The Great Eastern Shipping Company Limited,"14,29,456.20",361,GESHIP.NS
362,Century Plyboards (India) Limited,"14,22,018.22",362,CENTURYPLY.NS
363,Clean Science and Technology Limited,"14,12,426.37",363,CLEAN.NS
364,Jindal Saw Limited,"13,83,576.06",364,JINDALSAW.NS
365,Firstsource Solutions Limited,"13,77,602.37",365,FSL.NS
366,Zensar Technologies Limited,"13,74,691.29",366,ZENSARTECH.NS
367,Sobha Limited,"13,74,079.30",367,SOBHA.NS
368,Chambal Fertilizers & Chemicals Limited,"13,70,230.86",368,CHAMBLFERT.NS
369,Data Patterns (India) Limited,"13,55,931.73",369,DATAPATTNS.NS
370,Chennai Petroleum Corporation Limited,"13,50,328.58",370,CHENNPETRO.NS
371,Welspun Corp Limited,"13,48,631.18",371,WELCORP.NS
372,Mahanagar Gas Limited,"13,47,378.28",372,MGL.NS
373,Ksb Limited,"13,42,155.66",373,KSB.NS
374,Welspun Living Limited,"13,37,208.47",374,WELSPUNLIV.NS
375,Himadri Speciality Chemical Limited,"13,32,219.69",375,HSCL.NS
376,DCM Shriram Limited,"13,32,137.06",376,DCMSHRIRAM.NS
377,AstraZeneca Pharma India Limited,"13,32,112.50",377,ASTRAZEN.NS
378,Zee Entertainment Enterprises Limited,"13,30,799.66",378,ZEEL.NS
379,BEML Limited,"13,25,835.95",379,BEML.NS
380,HFCL Limited,"13,20,793.44",380,HFCL.NS
381,Rainbow Childrens Medicare Limited,"13,17,035.14",381,RAINBOW.NS
382,Aditya Birla Sun Life AMC Limited,"13,10,809.08",382,ABSLAMC.NS
383,Honasa Consumer Limited,"13,04,758.49",383,HONASA.NS
384,Asahi India Glass Limited,"13,03,812.84",384,ASAHIINDIA.NS
385,PVR INOX Limited,"13,01,508.09",385,PVRINOX.NS
386,Amara Raja Energy & Mobility Limited,"12,98,858.25",386,ARE&M.NS
387,IIFL Finance Limited,"12,97,646.23",387,IIFL.NS
388,BLS International Services Limited,"12,88,131.43",388,BLS.NS
389,Alok Industries Limited,"12,83,514.64",389,ALOKINDS.NS
390,Vardhman Textiles Limited,"12,79,020.14",390,VTL.NS
391,G R Infraprojects Limited,"12,64,885.63",391,GRINFRA.NS
